Tipo.Registro,Protocolo.BATEU,Data,Hora,Via.Primária,Via.Secundária,Cruzamento,Número.(KM),Condição.Climática,Tipo.de.Acidente,Tipo.de.Veículo,Vítimas,Resultado,Tipo.Envolvido,Faixa.Etária,Categoria.Etilométrico,Subtipo.Etilométrico,Qtd..Veículos.Envolidos,Qtd..Pessoas.Envolvidas,Qtd..Vítimas,address,lat,long,UTM_x,UTM_y
BATEU Local,405652,13/09/2014,12:00,Rua Soldado Benedito Padilha,Rua Dos Pioneiros,Rua Soldado Benedito Padilha X Rua Dos Pioneiros,-,Bom,COLISAO FRONTAL,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,06 - Entre 51 e 59 anos,Não Embriagado,Não realizou teste etilométrico,1,1,1,Rua Soldado Benedito Padilha X Rua Dos Pioneiros,-25.53104,-49.25453,675387.451019789,7175097.17781405
BATEU Local,405624,17/09/2014,17:00,Rua Xv De Novembro,Rua Presidente Rodrigo Otavio,Rua Xv De Novembro X Rua Presidente Rodrigo Otavio,-,Bom,ABALROAMENTO TRANSVERSAL,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,07 - 60 ou mais,Sem Info.,Sem Info.,1,1,1,Rua Xv De Novembro X Rua Presidente Rodrigo Otavio,-25.42748,-49.24472,676524.594793493,7186555.40154406
BATEU Local,375937,29/12/2014,17:00,Rua Jose Bertoldi,Rua Alda Bassetti  Bertholdi,Rua Jose Bertoldi X Rua Alda Bassetti  Bertholdi,-,Bom,ABALROAMENTO TRANSVERSAL,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,01 - Entre  0 e 11 anos,Não Embriagado,Não realizou teste etilométrico,1,1,1,Rua Jose Bertoldi X Rua Alda Bassetti  Bertholdi,-25.59582,-49.33153,667558.768420486,7168021.10590383
BATEU Local,375919,27/10/2014,10:00,Rua Roberto Hauer,Rua Bom Jesus De Iguape,Rua Roberto Hauer X Rua Bom Jesus De Iguape,-,Bom,ABALROAMENTO TRANSVERSAL,BICICLETA,COM VÍTIMAS,Sem Ferimentos,RESPONSAVEL,05 - Entre 41 e 50 anos,Não Embriagado,Não realizou teste etilométrico,1,1,0,Rua Roberto Hauer X Rua Bom Jesus De Iguape,-25.47199,-49.24936,675993.113636272,7181631.24432811
BATEU Local,375740,17/11/2014,07:00,Rua Oliveira Viana,Rua Frei Henrique De Coimbra,Rua Oliveira Viana X Rua Frei Henrique De Coimbra,-,Bom,ABALROAMENTO TRANSVERSAL,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,03 - Entre 18 e 29 anos,Sem Info.,Sem Info.,1,1,1,Rua Oliveira Viana X Rua Frei Henrique De Coimbra,-25.48155,-49.25556,675355.828099354,7180580.47955226
BATEU Local,375583,30/10/2014,20:00,Rua Sebastiao Marcos Luiz,Rua Natal,Rua Sebastiao Marcos Luiz X Rua Natal,-,Bom,ABALROAMENTO TRANSVERSAL,BICICLETA,COM VÍTIMAS,Sem Ferimentos,RESPONSAVEL,03 - Entre 18 e 29 anos,Não Embriagado,Não realizou teste etilométrico,1,1,0,Rua Sebastiao Marcos Luiz X Rua Natal,-25.46223,-49.20615,680352.495507732,7182654.54318385
BATEU Local,375564,23/10/2014,17:00,Rua Professor Benedito Conceicao,Rua Paulo Kissula,Rua Professor Benedito Conceicao X Rua Paulo Kissula,-,Bom,ABALROAMENTO TRANSVERSAL,BICICLETA,COM VÍTIMAS,Sem Ferimentos,RESPONSAVEL,07 - 60 ou mais,Não Embriagado,Não realizou teste etilométrico,1,1,0,Rua Professor Benedito Conceicao X Rua Paulo Kissula,-25.44239,-49.20799,680197.014291583,7184854.70517966
BATEU Local,375556,12/11/2014,08:00,Rua Nilo Cairo,Rua Mariano Torres,Rua Nilo Cairo X Rua Mariano Torres,-,Nublado,ABALROAMENTO TRANSVERSAL,BICICLETA,COM VÍTIMAS,Sem Ferimentos,RESPONSAVEL,04 - Entre 30 e 40 anos,Sem Info.,Sem Info.,1,1,0,Rua Nilo Cairo X Rua Mariano Torres,-25.43204,-49.26188,674791.931981582,7186072.90293989
BATEU Local,374054,12/12/2014,12:00,Rua Visconde Do Rio Branco,Alameda Augusto Stellfeld,Rua Visconde Do Rio Branco X Alameda Augusto Stellfeld,-,Bom,ABALROAMENTO TRANSVERSAL,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,08 - Não informada,Sem Info.,Sem Info.,1,1,1,Rua Visconde Do Rio Branco X Alameda Augusto Stellfeld,-25.43066,-49.28083,672887.852852701,7186250.46424551
BATEU Local,374049,19/12/2014,13:00,Rua Joao Zaions,Rua Joao Socha,Rua Joao Zaions X Rua Joao Socha,-,Bom,ABALROAMENTO TRANSVERSAL,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,06 - Entre 51 e 59 anos,Sem Info.,Sem Info.,1,1,1,Rua Joao Zaions X Rua Joao Socha,-25.53413,-49.27962,672861.455958636,7174787.78471232
BATEU Local,115087,05/03/2014,14:00,Rua Desembargador Antonio De Paula,Rua Augusto Dias Paredes,Rua Desembargador Antonio De Paula X Rua Augusto Dias Paredes,0,Bom,ABALROAMENTO LATERAL,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,02 - Entre 12 e 17 anos,Não Embriagado,Não realizou teste etilométrico,1,1,1,Rua Desembargador Antonio De Paula X Rua Augusto Dias Paredes,-25.50563,-49.22138,678756.737261733,7177867.67305775
BATEU Local,113908,06/01/2014,12:00,Rua Santa Olivia,Rua Davi Xavier Da Silva,Rua Santa Olivia X Rua Davi Xavier Da Silva,0,Chuva Fraca,ABALROAMENTO TRANSVERSAL,BICICLETA,COM VÍTIMAS,Ferimento,NAOIDENTIFICADO,08 - Não informada,Não Embriagado,Não realizou teste etilométrico,1,1,1,Rua Santa Olivia X Rua Davi Xavier Da Silva,-25.51008,-49.32605,668228.92377984,7177511.30984359
BATEU Local,113834,07/01/2014,15:00,Rua Francisco Jose Lobo,Rua Augustin Cortizo Penelas,Rua Francisco Jose Lobo X Rua Augustin Cortizo Penelas,0,Bom,COLISAO FRONTAL,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,08 - Não informada,Não Embriagado,Não realizou teste etilométrico,1,1,1,Rua Francisco Jose Lobo X Rua Augustin Cortizo Penelas,-25.5304,-49.27181,673651.71755315,7175190.76618646
BATEU Local,113817,24/02/2014,16:00,Rua Durval Leopoldo Landal,Rua Antonio Dionisio Sobrinho,Rua Durval Leopoldo Landal X Rua Antonio Dionisio Sobrinho,0,Bom,ABALROAMENTO TRANSVERSAL,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,03 - Entre 18 e 29 anos,Sem Info.,Sem Info.,1,1,1,Rua Durval Leopoldo Landal X Rua Antonio Dionisio Sobrinho,-25.4916,-49.34928,665919.335638953,7179587.43522821
BATEU Local,112904,21/07/2014,15:00,Rua Ipiranga,Avenida Winston Churchill,Rua Ipiranga X Avenida Winston Churchill,-,Bom,ABALROAMENTO LATERAL,BICICLETA,COM VÍTIMAS,Sem Ferimentos,CONDUTOR,02 - Entre 12 e 17 anos,Não Embriagado,Não realizou teste etilométrico,1,1,0,Rua Ipiranga X Avenida Winston Churchill,-25.50507,-49.29586,671270.635464791,7178027.71535317
BATEU Local,112435,20/04/2014,16:00,Rua Pedro Gusso,Rua Antonio Gasparin,Rua Pedro Gusso X Rua Antonio Gasparin,0,Bom,COLISAO TRASEIRA,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,08 - Não informada,Não Embriagado,Não realizou teste etilométrico,1,1,1,Rua Pedro Gusso X Rua Antonio Gasparin,-25.49648,-49.29624,671244.622051867,7178979.69417592
BATEU Local,112328,02/04/2014,18:00,Rua Olavo Bilac,Rua Major Heitor Guimaraes,Rua Olavo Bilac X Rua Major Heitor Guimaraes,0,Bom,ABALROAMENTO TRANSVERSAL,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,02 - Entre 12 e 17 anos,Sem Info.,Sem Info.,1,1,1,Rua Olavo Bilac X Rua Major Heitor Guimaraes,-25.44561,-49.30433,670503.083342566,7184624.76998171
BATEU Local,112299,24/02/2014,10:00,Rua Coronel Luiz Jose Dos Santos,Rua Bom Jesus De Iguape,Rua Coronel Luiz Jose Dos Santos X Rua Bom Jesus De Iguape,0,Bom,ABALROAMENTO TRANSVERSAL,BICICLETA,SEM VÍTIMAS,Sem Ferimentos,CONDUTOR,02 - Entre 12 e 17 anos,Não Embriagado,Não realizou teste etilométrico,1,1,0,Rua Coronel Luiz Jose Dos Santos X Rua Bom Jesus De Iguape,-25.49487,-49.2382,677081.719843779,7179082.05162987
BATEU Local,112279,16/04/2014,13:00,Rua Doutor Euzebio De Oliveira,Rua Coronel Jose Carvalho De Oliveira,Rua Doutor Euzebio De Oliveira X Rua Coronel Jose Carvalho De Oliveira,0,Bom,ABALROAMENTO TRANSVERSAL,BICICLETA,COM VÍTIMAS,Ferimento,NAOIDENTIFICADO,08 - Não informada,Sem Info.,Sem Info.,1,1,1,Rua Doutor Euzebio De Oliveira X Rua Coronel Jose Carvalho De Oliveira,-25.47701,-49.23165,677766.485836108,7181051.65722011
BATEU Local,112263,23/02/2014,20:00,Rua Dona Saza Lattes,Rua Capitao Leonidas Marques,Rua Dona Saza Lattes X Rua Capitao Leonidas Marques,0,Chuva Fraca,ABALROAMENTO TRANSVERSAL,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,03 - Entre 18 e 29 anos,Sem Info.,Sem Info.,1,1,1,Rua Dona Saza Lattes X Rua Capitao Leonidas Marques,-25.4699,-49.21917,679031.846725471,7181822.50596965
BATEU Local,111920,13/02/2014,12:00,Rua Rodolpho Senff Junior,Avenida Nossa Senhora De Lourdes,Rua Rodolpho Senff Junior X Avenida Nossa Senhora De Lourdes,0,Bom,ATROPELAMENTO,BICICLETA,COM VÍTIMAS,Sem Ferimentos,CONDUTOR,03 - Entre 18 e 29 anos,Não Embriagado,Não realizou teste etilométrico,1,1,0,Rua Rodolpho Senff Junior X Avenida Nossa Senhora De Lourdes,-25.45227,-49.22828,678141.775720448,7183787.58174061
BATEU Local,111904,17/04/2014,15:00,Rua Doutor Manoel Pedro,Avenida Parana,Rua Doutor Manoel Pedro X Avenida Parana,0,Bom,ABALROAMENTO TRANSVERSAL,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,02 - Entre 12 e 17 anos,Não Embriagado,Não realizou teste etilométrico,1,1,1,Rua Doutor Manoel Pedro X Avenida Parana,-25.40816,-49.25403,675616.12333864,7188707.71979703
BATEU Local,111685,01/05/2014,18:00,Rua Evaristo Da Veiga,Rua Conde De Sao Joao Das Duas Barras,Rua Evaristo Da Veiga X Rua Conde De Sao Joao Das Duas Barras,0,Nublado,ACIDENTE COMPLEXO,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,03 - Entre 18 e 29 anos,Não Embriagado,Não realizou teste etilométrico,1,1,1,Rua Evaristo Da Veiga X Rua Conde De Sao Joao Das Duas Barras,-25.4917,-49.25768,675127.962115401,7179458.97201116
BATEU Local,110731,30/01/2014,13:00,Rua Edenilza De Jesus Santiago,Rua Desembargador Cid Campelo,Rua Edenilza De Jesus Santiago X Rua Desembargador Cid Campelo,0,Bom,ABALROAMENTO TRANSVERSAL,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,08 - Não informada,Sem Info.,Sem Info.,1,1,1,Rua Edenilza De Jesus Santiago X Rua Desembargador Cid Campelo,-25.5007,-49.33792,667048.779353014,7178565.255401
BATEU Local,110558,24/05/2014,11:00,Rua Nova Aurora,Rua Mandirituba,Rua Nova Aurora X Rua Mandirituba,-,Nublado,ABALROAMENTO TRANSVERSAL,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,08 - Não informada,Sem Info.,Sem Info.,1,1,1,Rua Nova Aurora X Rua Mandirituba,-25.54872,-49.27005,673802.175549518,7173159.18394035
BATEU Local,109974,08/04/2014,12:00,Rua Vidal Natividade Da Silva,Rua Luiz Franca,Rua Vidal Natividade Da Silva X Rua Luiz Franca,0,Bom,ABALROAMENTO LATERAL,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,08 - Não informada,Não Embriagado,Não realizou teste etilométrico,1,1,1,Rua Vidal Natividade Da Silva X Rua Luiz Franca,-25.44499,-49.22509,678473.324616897,7184589.71189875
BATEU Local,109956,20/04/2014,14:00,Rua Cruz Machado,Alameda Cabral,Rua Cruz Machado X Alameda Cabral,0,Bom,ABALROAMENTO TRANSVERSAL,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,08 - Não informada,Não Embriagado,Não realizou teste etilométrico,1,1,1,Rua Cruz Machado X Alameda Cabral,-25.43119,-49.27736,673236.121025324,7186187.25477781
BATEU Local,109952,05/04/2014,08:00,Rua Rogerio Pereira De Camargo,Rua Professor Pedro Viriato Parigot De Souza,Rua Rogerio Pereira De Camargo X Rua Professor Pedro Viriato Parigot De Souza,0,Bom,ABALROAMENTO TRANSVERSAL,BICICLETA,COM VÍTIMAS,Sem Ferimentos,RESPONSAVEL,04 - Entre 30 e 40 anos,Não Embriagado,Não realizou teste etilométrico,1,1,0,Rua Rogerio Pereira De Camargo X Rua Professor Pedro Viriato Parigot De Souza,-25.44413,-49.35522,665387.105516701,7184852.82146214
BATEU Local,109899,05/04/2014,12:00,Rua General Agostinho Pereira Alves Filho,Rua Doutor Carlos De Paula Soares,Rua General Agostinho Pereira Alves Filho X Rua Doutor Carlos De Paula Soares,0,Bom,ABALROAMENTO TRANSVERSAL,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,02 - Entre 12 e 17 anos,Sem Info.,Sem Info.,1,1,1,Rua General Agostinho Pereira Alves Filho X Rua Doutor Carlos De Paula Soares,-25.42291,-49.30053,670917.292071582,7187134.29278963
BATEU Local,109894,20/04/2014,17:00,Rua Desembargador Manoel De Lacerda Pinto,Avenida Jose Gulin,Rua Desembargador Manoel De Lacerda Pinto X Avenida Jose Gulin,0,Nublado,ABALROAMENTO TRANSVERSAL,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,04 - Entre 30 e 40 anos,Sem Info.,Sem Info.,1,1,1,Rua Desembargador Manoel De Lacerda Pinto X Avenida Jose Gulin,-25.39553,-49.22093,678964.758608544,7190062.76098205
BATEU Local,109846,07/04/2014,10:00,Rua Professor Manoel De Oliveira Franco,Rua Deputado Acyr Jose,Rua Professor Manoel De Oliveira Franco X Rua Deputado Acyr Jose,0,Bom,COLISAO FRONTAL,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,08 - Não informada,Não Embriagado,Não realizou teste etilométrico,1,1,1,Rua Professor Manoel De Oliveira Franco X Rua Deputado Acyr Jose,-25.4699,-49.19984,680975.549585498,7181796.37657408
BATEU Local,109781,31/03/2014,15:00,Rua Joao Bettega,Avenida Juscelino Kubitschek De Oliveira,Rua Joao Bettega X Avenida Juscelino Kubitschek De Oliveira,0,Não Identificado,NAO IDENTIFICADO,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,08 - Não informada,Sem Info.,Sem Info.,1,1,1,Rua Joao Bettega X Avenida Juscelino Kubitschek De Oliveira,-25.51422,-49.33676,667146.661071014,7177066.24523616
BATEU Local,108980,25/04/2014,18:00,Rua Professor Mario Jose Zancanaro,Rua Cidade De Pomerode,Rua Professor Mario Jose Zancanaro X Rua Cidade De Pomerode,0,Nublado,ABALROAMENTO TRANSVERSAL,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,01 - Entre  0 e 11 anos,Não Embriagado,Não realizou teste etilométrico,1,1,1,Rua Professor Mario Jose Zancanaro X Rua Cidade De Pomerode,-25.46335,-49.34365,666524.2477741,7182709.51714301
BATEU Local,108859,16/03/2014,13:00,Rua Mandirituba,Rua Domingos Goncalves,Rua Mandirituba X Rua Domingos Goncalves,0,Bom,ABALROAMENTO TRANSVERSAL,BICICLETA,COM VÍTIMAS,Sem Ferimentos,RESPONSAVEL,03 - Entre 18 e 29 anos,Não Embriagado,Não realizou teste etilométrico,1,1,0,Rua Mandirituba X Rua Domingos Goncalves,-25.54143,-49.27437,673378.567423978,7173972.33389394
BATEU Local,108854,08/03/2014,09:00,Rua Sebastiao Alves Ferreira,Rua Jose Lins Do Rego,Rua Sebastiao Alves Ferreira X Rua Jose Lins Do Rego,0,Bom,ABALROAMENTO TRANSVERSAL,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,07 - 60 ou mais,Não Embriagado,Não realizou teste etilométrico,1,1,1,Rua Sebastiao Alves Ferreira X Rua Jose Lins Do Rego,-25.42061,-49.1986,681174.01461614,7187254.54503896
BATEU Local,108811,11/04/2014,12:00,Rua Frei Rogerio,Avenida Coronel Francisco H. Dos Santos,Rua Frei Rogerio X Avenida Coronel Francisco H. Dos Santos,0,Bom,COLISAO TRASEIRA,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,06 - Entre 51 e 59 anos,Sem Info.,Sem Info.,1,1,1,Rua Frei Rogerio X Avenida Coronel Francisco H. Dos Santos,-25.45193,-49.22961,678008.520958501,7183827.020574
BATEU Local,108805,25/03/2014,07:00,Rua Rio Do Sul,Rua Joao Dembinski,Rua Rio Do Sul X Rua Joao Dembinski,0,Nublado,ABALROAMENTO TRANSVERSAL,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,07 - 60 ou mais,Não Embriagado,Não realizou teste etilométrico,1,1,1,Rua Rio Do Sul X Rua Joao Dembinski,-25.47504,-49.33783,667093.318349453,7181407.38359334
BATEU Local,108797,05/03/2014,17:00,Rua Mario Gomes Cezar,Avenida Winston Churchill,Rua Mario Gomes Cezar X Avenida Winston Churchill,2508,Bom,ABALROAMENTO LATERAL,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,05 - Entre 41 e 50 anos,Não Embriagado,Não realizou teste etilométrico,1,1,1,Rua Mario Gomes Cezar 2508,-25.51869,-49.29974,670861.324639234,7176524.05771118
BATEU Local,108785,02/04/2014,19:00,Rua Lenira Maria Dos Santos Reis,Rua Desembargador Cid Campelo,Rua Lenira Maria Dos Santos Reis X Rua Desembargador Cid Campelo,0,Chuva Fraca,ABALROAMENTO TRANSVERSAL,BICICLETA,COM VÍTIMAS,Sem Ferimentos,RESPONSAVEL,03 - Entre 18 e 29 anos,Sem Info.,Sem Info.,1,1,0,Rua Lenira Maria Dos Santos Reis X Rua Desembargador Cid Campelo,-25.4817,-49.33715,667152.476633522,7180668.83293251
BATEU Local,108767,18/03/2014,15:00,Rua Salomao Elias Feder,Rua Presidente Wilson,Rua Salomao Elias Feder X Rua Presidente Wilson,0,Bom,ABALROAMENTO TRANSVERSAL,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,08 - Não informada,Não Embriagado,Não realizou teste etilométrico,1,1,1,Rua Salomao Elias Feder X Rua Presidente Wilson,-25.48765,-49.23098,677818.19151929,7179872.17719694
BATEU Local,108765,15/03/2014,15:00,Rua Lupionopolis,Rua Doutor Lauro Gentio Portugal Tavares,Rua Lupionopolis X Rua Doutor Lauro Gentio Portugal Tavares,0,Bom,ABALROAMENTO TRANSVERSAL,BICICLETA,COM VÍTIMAS,Sem Ferimentos,RESPONSAVEL,03 - Entre 18 e 29 anos,Sem Info.,Sem Info.,1,1,0,Rua Lupionopolis X Rua Doutor Lauro Gentio Portugal Tavares,-25.53607,-49.26007,674823.379634748,7174547.3114484
BATEU Local,108724,25/09/2014,14:00,Rua Doutor Faivre,Avenida Sete De Setembro,Rua Doutor Faivre X Avenida Sete De Setembro,-,Nublado,ACIDENTE COMPLEXO,BICICLETA,COM VÍTIMAS,Sem Ferimentos,RESPONSAVEL,05 - Entre 41 e 50 anos,Não Embriagado,Não realizou teste etilométrico,1,1,0,Rua Doutor Faivre X Avenida Sete De Setembro,-25.43456,-49.25844,675134.294153003,7185789.25516654
BATEU Local,108676,28/08/2014,18:00,Rua Francisco Szurek,Avenida Juscelino Kubitschek De Oliveira,Rua Francisco Szurek X Avenida Juscelino Kubitschek De Oliveira,-,Bom,ABALROAMENTO LATERAL,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,07 - 60 ou mais,Sem Info.,Sem Info.,1,1,1,Rua Francisco Szurek X Avenida Juscelino Kubitschek De Oliveira,-25.49231,-49.34368,666481.330704136,7179501.79751123
BATEU Local,108653,26/08/2014,10:00,Rua Comendador Santiago Colle,Rua Alberto Folloni,Rua Comendador Santiago Colle X Rua Alberto Folloni,-,Bom,ABALROAMENTO TRANSVERSAL,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,03 - Entre 18 e 29 anos,Não Embriagado,Não realizou teste etilométrico,1,1,1,Rua Comendador Santiago Colle X Rua Alberto Folloni,-25.40032,-49.2625,674775.31398195,7189587.25099852
BATEU Local,108568,30/09/2014,20:00,Rua Christina Barletta Tuoto,Rua Antonio Fernandes Da Silva,Rua Christina Barletta Tuoto X Rua Antonio Fernandes Da Silva,-,Chuva Forte,ABALROAMENTO TRANSVERSAL,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,03 - Entre 18 e 29 anos,Não Embriagado,Não realizou teste etilométrico,1,1,1,Rua Christina Barletta Tuoto X Rua Antonio Fernandes Da Silva,-25.51365,-49.32632,668196.807890639,7177116.21611988
BATEU Local,108559,31/08/2014,19:00,Rua Joaquim De Freitas,Rua Carlos De Laet,Rua Joaquim De Freitas X Rua Carlos De Laet,-,Chuva Fraca,ABALROAMENTO TRANSVERSAL,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,08 - Não informada,Sem Info.,Sem Info.,1,1,1,Rua Joaquim De Freitas X Rua Carlos De Laet,-25.51823,-49.22536,678338.029046734,7176477.3159344
BATEU Local,108556,25/08/2014,18:00,Rua Jesuino Lopes,Rua General Daltro Filho,Rua Jesuino Lopes X Rua General Daltro Filho,133,Bom,ABALROAMENTO TRANSVERSAL,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,08 - Não informada,Não Embriagado,Não realizou teste etilométrico,1,1,1,Rua Jesuino Lopes 133,-25.4497996,-49.308125,670115.527943239,7184165.55405931
BATEU Local,108224,05/04/2014,18:00,Rua Doutor Julio Cesar Ribeiro De Souza,Rua Carlos De Laet,Rua Doutor Julio Cesar Ribeiro De Souza X Rua Carlos De Laet,0,Bom,ABALROAMENTO TRANSVERSAL,BICICLETA,COM VÍTIMAS,Sem Ferimentos,RESPONSAVEL,06 - Entre 51 e 59 anos,Sem Info.,Sem Info.,1,1,0,Rua Doutor Julio Cesar Ribeiro De Souza X Rua Carlos De Laet,-25.47851,-49.24476,676446.127320002,7180902.94475261
BATEU Local,108018,26/01/2014,17:00,Rua Joao Batista Berno,Avenida Marechal Floriano Peixoto,Rua Joao Batista Berno X Avenida Marechal Floriano Peixoto,0,Bom,ABALROAMENTO LATERAL,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,03 - Entre 18 e 29 anos,Não Embriagado,Não realizou teste etilométrico,1,1,1,Rua Joao Batista Berno X Avenida Marechal Floriano Peixoto,-25.45391,-49.26088,674860.915858381,7183649.10383604
BATEU Local,107123,16/02/2014,10:00,Rua Coronel Luiz Jose Dos Santos,Avenida Marechal Floriano Peixoto,Rua Coronel Luiz Jose Dos Santos X Avenida Marechal Floriano Peixoto,0,Chuva Fraca,ABALROAMENTO TRANSVERSAL,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,07 - 60 ou mais,Não Embriagado,Não realizou teste etilométrico,1,1,1,Rua Coronel Luiz Jose Dos Santos X Avenida Marechal Floriano Peixoto,-25.4958,-49.24047,676852.150372614,7178982.05579144
BATEU Local,107099,10/02/2014,08:00,Rua Felipe Camarao,Rua Brasilio Itibere,Rua Felipe Camarao X Rua Brasilio Itibere,0,Bom,ABALROAMENTO TRANSVERSAL,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,01 - Entre  0 e 11 anos,Sem Info.,Sem Info.,1,1,1,Rua Felipe Camarao X Rua Brasilio Itibere,-25.44173,-49.25502,675467.889906492,7184990.55379651
BATEU Local,107093,09/02/2014,20:00,Rua Miguel Chapula,Rua Benedito Da Costa Coelho,Rua Miguel Chapula X Rua Benedito Da Costa Coelho,250,Bom,ABALROAMENTO TRANSVERSAL,BICICLETA,COM VÍTIMAS,Sem Ferimentos,RESPONSAVEL,03 - Entre 18 e 29 anos,Não Embriagado,Não realizou teste etilométrico,1,1,0,Rua Miguel Chapula 250,-25.521899,-49.2772791,673114.271522476,7176139.54252173
BATEU Local,107019,17/04/2014,18:00,Rua Tranquilo Saragiotto,Rua Da Trindade,Rua Tranquilo Saragiotto X Rua Da Trindade,0,Bom,COLISAO FRONTAL,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,05 - Entre 41 e 50 anos,Sem Info.,Sem Info.,1,1,1,Rua Tranquilo Saragiotto X Rua Da Trindade,-25.45443,-49.20271,680710.076873041,7183513.8872747
BATEU Local,103735,04/02/2014,07:00,Rua Vale Dos Passaros,Rua Das Goiabeiras,Rua Vale Dos Passaros X Rua Das Goiabeiras,470,Bom,ABALROAMENTO LATERAL,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,08 - Não informada,Sem Info.,Sem Info.,1,1,1,Rua Vale Dos Passaros 470,-25.49081,-49.3504999,665797.782453366,7179676.46010962
BATEU Local,103718,10/01/2014,12:00,Rua Doutor Joaquim I Silveira Da Motta,Rua Doutor Constante Coelho,Rua Doutor Joaquim I Silveira Da Motta X Rua Doutor Constante Coelho,0,Bom,ABALROAMENTO TRANSVERSAL,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,02 - Entre 12 e 17 anos,Não Embriagado,Não realizou teste etilométrico,1,1,1,Rua Doutor Joaquim I Silveira Da Motta X Rua Doutor Constante Coelho,-25.46833,-49.23407,677535.911245348,7182016.3616426
BATEU Local,103705,03/01/2014,09:00,Rua Coronel Luiz Jose Dos Santos,Rua Canal Belem,Rua Coronel Luiz Jose Dos Santos X Rua Canal Belem,0,Chuva Fraca,ABALROAMENTO LATERAL,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,07 - 60 ou mais,Sem Info.,Sem Info.,1,1,1,Rua Coronel Luiz Jose Dos Santos X Rua Canal Belem,-25.49893,-49.24834,676056.407848969,7178645.78766565
BATEU Local,103696,20/01/2014,21:00,Rua Paulo Kissula,Rua Constantino Lapkauskas,Rua Paulo Kissula X Rua Constantino Lapkauskas,0,Bom,ABALROAMENTO TRANSVERSAL,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,03 - Entre 18 e 29 anos,Sem Info.,Sem Info.,1,1,1,Rua Paulo Kissula X Rua Constantino Lapkauskas,-25.44092,-49.2072,680278.659358749,7185016.46835853
BATEU Local,103502,14/01/2014,11:00,Rua Jose Bassani,Rua Delegado Leopoldo Belczak,Rua Jose Bassani X Rua Delegado Leopoldo Belczak,2034,Bom,CHOQUE,BICICLETA,SEM VÍTIMAS,Sem Ferimentos,CONDUTOR,04 - Entre 30 e 40 anos,Não Embriagado,Não realizou teste etilométrico,1,1,0,Rua Jose Bassani 2034,-25.44039,-49.21782,679211.308820164,7185089.49575714
BATEU Local,101163,11/02/2014,18:00,Rua Joao Chede,Rua Desembargador Cid Campelo,Rua Joao Chede X Rua Desembargador Cid Campelo,0,Bom,ABALROAMENTO TRANSVERSAL,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,08 - Não informada,Não Embriagado,Não realizou teste etilométrico,1,1,1,Rua Joao Chede X Rua Desembargador Cid Campelo,-25.51701,-49.32572,668252.429846958,7176743.28235889
